seller_id,seller_name,seller_mobile,service,city,top_category,package_value,churn_score,risk_band,top_risk_factors,replies_202602,replies_202603,replies_202604,replies_202605,lapse_rate_202602,lapse_rate_202603,lapse_rate_202604,lapse_rate_202605,bl_cons_202602,bl_cons_202603,bl_cons_202604,bl_cons_202605,lapse_rate,email_dead,notif_loss_rate,bd_days_gap,action_taken,dim_engagement,dim_roi,dim_bd_coverage,dim_biz_outcomes,dim_catalog
264173677,Arun Bose (87),9866678430,MaxBiz,Chennai,Medical Equipment,25000,88.3,BLACK,76% of BL credits lapsed unused this month | No BD contact in 77 days — seller has been ignored | 96% notifications undelivered — contact info stale,20,12,8,5,0.62,0.67,0.69,0.73,29,18,12,8,0.76,0,0.96,77,IVR_TRIGGERED,34.0,21.5,11.3,6.9,3.3
264219814,Pooja Verma (61),9881300250,Catalog,Hyderabad,Auto Parts,25000,88.3,BLACK,"Reply rate critically low (2 replies/month, was 13) | 93% of BL credits lapsed unused this month | No BD contact in 54 days — seller has been ignored",21,13,8,6,0.79,0.83,0.88,0.9,19,12,7,5,0.93,0,0.74,54,IVR_TRIGGERED,30.7,23.1,12.0,8.5,3.9
264464174,Vijay Mehta (92),9645230686,Lead Manager,Kolkata,Industrial Machinery,25000,88.1,BLACK,"Reply rate critically low (4 replies/month, was 16) | 88% of BL credits lapsed unused this month | No BD contact in 69 days — seller has been ignored",26,16,9,6,0.71,0.75,0.77,0.79,18,11,6,4,0.88,0,0.92,69,IVR_TRIGGERED,33.5,21.8,11.4,6.6,3.7
264139344,Deepak Gupta (16),9700707610,MaxBiz,Surat,Food Processing,12000,88.1,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 86% of BL credits lapsed unused this month | No BD contact in 81 days — seller has been ignored,27,17,15,9,0.65,0.7,0.72,0.76,30,18,16,10,0.86,1,0.85,81,IVR_TRIGGERED,29.9,24.2,11.3,6.9,4.2
264759201,Anita Rao (35),9726090238,Lead Manager,Kolkata,Electronics,18000,88.0,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 77% of BL credits lapsed unused this month | No BD contact in 90 days — seller has been ignored,46,35,27,24,0.67,0.7,0.75,0.79,58,44,33,30,0.77,0,0.87,90,IVR_TRIGGERED,29.8,26.3,12.9,6.9,3.4
264372211,Rekha Agarwal (28),9608707993,MaxBiz,Hyderabad,Auto Parts,18000,87.9,BLACK,"Reply rate critically low (9 replies/month, was 44) | 77% of BL credits lapsed unused this month | No BD contact in 117 days — seller has been ignored",52,44,40,32,0.59,0.61,0.64,0.64,57,48,44,36,0.77,1,0.93,117,IVR_TRIGGERED,25.0,25.2,13.0,7.9,4.1
264529699,Anita Rao (72),9954893178,MaxBiz,Delhi,Construction,35000,87.8,BLACK,"Reply rate critically low (1 replies/month, was 20) | 97% of BL credits lapsed unused this month | No BD contact in 92 days — seller has been ignored",32,20,15,12,0.79,0.81,0.86,0.89,25,15,11,8,0.97,1,0.71,92,IVR_TRIGGERED,33.4,24.9,10.9,7.6,4.2
264474999,Meena Pillai (19),9906841035,MaxBiz,Delhi,Construction,12000,87.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 94% of BL credits lapsed unused this month | No BD contact in 50 days — seller has been ignored,18,15,10,9,0.74,0.78,0.8,0.85,14,12,8,7,0.94,0,0.72,50,IVR_TRIGGERED,32.7,24.2,11.4,8.2,3.3
264515548,Amit Kumar (32),9991288140,Catalog,Hyderabad,Medical Equipment,12000,87.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 80% of BL credits lapsed unused this month | No BD contact in 73 days — seller has been ignored,23,14,11,8,0.67,0.71,0.75,0.76,26,16,13,9,0.8,1,0.9,73,IVR_TRIGGERED,27.2,19.0,10.2,6.4,3.1
264723024,Priya Patel (12),9708635050,TrustSEAL,Ahmedabad,Medical Equipment,12000,87.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 97% of BL credits lapsed unused this month | No BD contact in 49 days — seller has been ignored,53,43,31,24,0.8,0.83,0.83,0.84,18,14,10,7,0.97,1,0.86,49,IVR_TRIGGERED,33.0,24.6,10.7,7.7,4.0
264315318,Pooja Verma (70),9742555565,Lead Manager,Mumbai,Medical Equipment,35000,87.6,BLACK,"Reply rate critically low (6 replies/month, was 18) | 89% of BL credits lapsed unused this month | No BD contact in 93 days — seller has been ignored",28,18,14,12,0.81,0.84,0.86,0.9,29,19,15,13,0.89,0,0.88,93,IVR_TRIGGERED,31.9,22.5,11.4,8.8,3.7
264473637,Anita Rao (68),9874223934,MaxBiz,Mumbai,Food Processing,50000,87.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 75% of BL credits lapsed unused this month | No BD contact in 58 days — seller has been ignored,15,11,10,7,0.5,0.51,0.55,0.6,13,9,8,6,0.75,1,0.8,58,IVR_TRIGGERED,32.3,21.7,10.5,7.2,4.0
264793580,Rahul Sharma (13),9813144473,Catalog,Delhi,Auto Parts,50000,87.3,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 90% of BL credits lapsed unused this month | No BD contact in 94 days — seller has been ignored,32,29,22,20,0.65,0.69,0.73,0.76,12,11,8,7,0.9,1,0.65,94,IVR_TRIGGERED,25.9,25.8,11.3,7.7,3.7
264952982,Vijay Mehta (45),9885763399,MaxBiz,Surat,Textile & Apparel,25000,87.2,BLACK,"Reply rate critically low (6 replies/month, was 26) | 78% of BL credits lapsed unused this month | No BD contact in 46 days — seller has been ignored",38,26,21,15,0.64,0.64,0.66,0.67,67,45,36,27,0.78,1,0.74,46,IVR_TRIGGERED,29.3,23.6,9.6,6.2,3.6
264451079,Amit Kumar (62),9631828866,MaxBiz,Ahmedabad,Chemicals,18000,87.2,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 80% of BL credits lapsed unused this month | No BD contact in 76 days — seller has been ignored,37,32,27,24,0.66,0.68,0.71,0.73,30,26,22,19,0.8,1,0.85,76,IVR_TRIGGERED,29.5,22.9,12.6,8.3,3.2
264312855,Sunita Singh (87),9873333068,TrustSEAL,Mumbai,Industrial Machinery,12000,87.1,BLACK,"Reply rate critically low (3 replies/month, was 20) | 80% of BL credits lapsed unused this month | No BD contact in 105 days — seller has been ignored",28,20,15,10,0.64,0.68,0.72,0.76,50,35,27,19,0.8,1,0.85,105,IVR_TRIGGERED,28.2,23.6,13.0,7.6,4.1
264089603,Pooja Verma (78),9614477503,TrustSEAL,Mumbai,Textile & Apparel,35000,87.0,BLACK,"Reply rate critically low (3 replies/month, was 25) | 84% of BL credits lapsed unused this month | No BD contact in 51 days — seller has been ignored",41,25,19,13,0.7,0.7,0.75,0.78,71,44,34,24,0.84,1,0.74,51,IVR_TRIGGERED,32.5,23.4,12.1,8.6,3.3
264922769,Ramesh Chandra (64),9895531914,Catalog,Kolkata,Food Processing,18000,86.8,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 96% of BL credits lapsed unused this month | No BD contact in 87 days — seller has been ignored,20,17,14,10,0.75,0.78,0.82,0.86,47,40,35,26,0.96,0,0.84,87,IVR_TRIGGERED,27.0,22.7,11.5,8.5,3.8
264299319,Sunita Singh (69),9665778449,MaxBiz,Surat,Electronics,18000,86.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 79% of BL credits lapsed unused this month | No BD contact in 94 days — seller has been ignored,28,21,16,9,0.54,0.57,0.59,0.64,46,35,27,16,0.79,0,0.96,94,IVR_TRIGGERED,29.5,25.7,9.9,7.0,3.1
264686721,Meena Pillai (80),9847639868,Catalog,Kolkata,Textile & Apparel,25000,86.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 92% of BL credits lapsed unused this month | No BD contact in 107 days — seller has been ignored,25,17,14,11,0.72,0.75,0.76,0.8,51,36,30,23,0.92,0,0.69,107,IVR_TRIGGERED,34.2,19.5,10.3,8.1,4.0
264841473,Amit Kumar (88),9752003770,MaxBiz,Hyderabad,Furniture,12000,86.4,BLACK,"Reply rate critically low (3 replies/month, was 19) | 90% of BL credits lapsed unused this month | No BD contact in 50 days — seller has been ignored",25,19,13,10,0.83,0.87,0.89,0.89,54,42,28,22,0.9,1,0.79,50,IVR_TRIGGERED,33.8,19.8,11.0,8.4,3.1
264201224,Kavita Joshi (95),9736842917,MaxBiz,Ahmedabad,Food Processing,12000,86.4,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 73% of BL credits lapsed unused this month | No BD contact in 100 days — seller has been ignored,35,29,26,24,0.54,0.58,0.62,0.65,39,32,28,26,0.73,0,0.83,100,IVR_TRIGGERED,27.8,22.6,9.9,7.8,3.3
264000000,Rahul Sharma (45),9731475314,Lead Manager,Ahmedabad,Textile & Apparel,50000,86.3,BLACK,"Reply rate critically low (4 replies/month, was 27) | 83% of BL credits lapsed unused this month | No BD contact in 48 days — seller has been ignored",46,27,22,14,0.69,0.73,0.75,0.8,38,22,18,11,0.83,0,0.89,48,IVR_TRIGGERED,27.6,18.8,9.4,8.2,3.8
264438715,Deepak Gupta (97),9863993323,TrustSEAL,Surat,Food Processing,18000,86.2,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 71% of BL credits lapsed unused this month | No BD contact in 73 days — seller has been ignored,42,26,22,16,0.52,0.53,0.57,0.61,59,37,32,23,0.71,0,0.67,73,IVR_TRIGGERED,24.6,23.7,11.2,8.6,3.1
264199356,Anita Rao (66),9639455025,Catalog,Pune,Medical Equipment,18000,86.0,BLACK,"Reply rate critically low (3 replies/month, was 29) | 78% of BL credits lapsed unused this month | No BD contact in 119 days — seller has been ignored",33,29,25,16,0.61,0.64,0.68,0.7,29,26,22,14,0.78,0,0.81,119,IVR_TRIGGERED,26.4,20.7,10.8,7.1,3.1
264344851,Manoj Tiwari (67),9883560784,MaxBiz,Delhi,Medical Equipment,12000,85.9,BLACK,"Reply rate critically low (8 replies/month, was 42) | 86% of BL credits lapsed unused this month | No BD contact in 109 days — seller has been ignored",47,42,26,19,0.76,0.78,0.79,0.82,28,25,15,11,0.86,1,0.94,109,IVR_TRIGGERED,29.8,23.2,10.2,6.1,3.3
264132849,Manoj Tiwari (38),9947696244,Lead Manager,Kolkata,Chemicals,12000,85.9,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 94% of BL credits lapsed unused this month | No BD contact in 117 days — seller has been ignored,35,28,23,14,0.67,0.71,0.74,0.75,41,33,28,17,0.94,1,0.72,117,IVR_TRIGGERED,31.0,24.7,11.3,6.1,4.0
264492768,Ramesh Chandra (26),9649380653,MaxBiz,Delhi,Industrial Machinery,35000,85.8,BLACK,"Reply rate critically low (3 replies/month, was 20) | 98% of BL credits lapsed unused this month | No BD contact in 100 days — seller has been ignored",31,20,16,12,0.86,0.89,0.92,0.96,21,13,10,7,0.98,1,0.77,100,IVR_TRIGGERED,29.0,18.7,10.5,7.1,3.8
264594972,Ramesh Chandra (78),9934542939,Catalog,Mumbai,Textile & Apparel,12000,85.7,BLACK,"Reply rate critically low (3 replies/month, was 36) | 73% of BL credits lapsed unused this month | No BD contact in 101 days — seller has been ignored",52,36,23,14,0.66,0.69,0.73,0.77,38,26,16,10,0.73,1,0.66,101,IVR_TRIGGERED,25.2,18.9,9.4,6.5,3.3
264420839,Suresh Nair (20),9658717263,Lead Manager,Pune,Chemicals,50000,85.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 100% of BL credits lapsed unused this month | No BD contact in 96 days — seller has been ignored,27,18,13,10,0.83,0.85,0.88,0.89,42,28,21,17,1.0,1,0.64,96,IVR_TRIGGERED,34.3,21.7,10.1,8.4,3.1
264913535,Meena Pillai (36),9626263082,Lead Manager,Ahmedabad,Industrial Machinery,25000,85.6,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 96% of BL credits lapsed unused this month | No BD contact in 118 days — seller has been ignored,38,31,27,20,0.69,0.72,0.73,0.76,25,21,18,13,0.96,0,0.62,118,IVR_TRIGGERED,33.5,18.7,10.1,6.9,3.5
264599262,Meena Pillai (76),9708272468,MaxBiz,Hyderabad,Auto Parts,18000,85.6,BLACK,"Reply rate critically low (1 replies/month, was 18) | 85% of BL credits lapsed unused this month | No BD contact in 71 days — seller has been ignored",21,18,15,12,0.63,0.63,0.68,0.7,47,41,34,28,0.85,1,0.87,71,IVR_TRIGGERED,34.0,20.0,9.2,8.1,4.1
264488602,Kavita Joshi (60),9875661564,Catalog,Kolkata,Auto Parts,18000,85.5,BLACK,"Reply rate critically low (3 replies/month, was 17) | 82% of BL credits lapsed unused this month | No BD contact in 102 days — seller has been ignored",27,17,12,9,0.74,0.78,0.81,0.84,20,12,8,6,0.82,1,0.92,102,IVR_TRIGGERED,26.6,24.2,9.1,6.2,4.1
264603670,Kavita Joshi (96),9767883348,TrustSEAL,Delhi,Textile & Apparel,12000,85.1,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 74% of BL credits lapsed unused this month | No BD contact in 66 days — seller has been ignored,30,26,19,17,0.63,0.66,0.68,0.69,33,29,22,20,0.74,0,0.64,66,IVR_TRIGGERED,25.2,23.4,12.7,8.1,3.1
264406536,Pooja Verma (88),9704984152,TrustSEAL,Delhi,Chemicals,25000,85.1,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 82% of BL credits lapsed unused this month | No BD contact in 93 days — seller has been ignored,47,36,26,22,0.73,0.74,0.76,0.79,32,24,17,14,0.82,1,0.93,93,IVR_TRIGGERED,33.7,23.9,10.2,6.7,4.0
264258837,Rahul Sharma (90),9876690238,Lead Manager,Ahmedabad,Auto Parts,35000,85.0,BLACK,"Reply rate critically low (3 replies/month, was 38) | 81% of BL credits lapsed unused this month | No BD contact in 118 days — seller has been ignored",52,38,31,21,0.63,0.65,0.7,0.7,66,48,39,26,0.81,0,0.74,118,IVR_TRIGGERED,31.8,20.5,11.7,7.6,4.0
265389734,Vijay Mehta (48),9966972382,MaxBiz,Chennai,Medical Equipment,18000,84.0,RED,73% of BL credits lapsed unused this month | No BD contact in 88 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails,44,33,28,20,0.47,0.5,0.51,0.52,57,43,37,27,0.73,1,0.54,88,BD_TASK_CREATED_P1,31.1,21.2,10.8,7.9,3.9
265510099,Suresh Nair (64),9972865100,Lead Manager,Chennai,Textile & Apparel,25000,83.9,RED,Replies collapsed to 0 — seller has stopped responding to leads entirely | 71% of BL credits lapsed unused this month | No BD contact in 75 days — seller has been ignored,32,25,18,11,0.55,0.58,0.6,0.65,39,30,22,13,0.71,1,0.46,75,BD_TASK_CREATED_P1,31.3,18.7,11.8,6.6,3.1
265486353,Rekha Agarwal (95),9977402435,Catalog,Pune,Auto Parts,50000,83.9,RED,"Reply rate critically low (6 replies/month, was 16) | No BD contact in 60 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",18,16,10,9,0.28,0.33,0.37,0.41,26,23,15,13,0.54,1,0.79,60,BD_TASK_CREATED_P1,32.1,23.1,9.9,7.9,4.1
265283502,Arun Bose (79),9918097950,MaxBiz,Chennai,Auto Parts,35000,83.8,RED,"Reply rate critically low (4 replies/month, was 24) | No BD contact in 83 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",26,24,22,20,0.36,0.4,0.43,0.46,48,45,42,38,0.53,1,0.7,83,BD_TASK_CREATED_P1,28.8,22.1,10.1,6.6,3.9
265101990,Pooja Verma (21),9677115752,Lead Manager,Kolkata,Food Processing,50000,83.8,RED,No BD contact in 78 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails | 77% notifications undelivered — contact info stale,50,32,23,14,0.42,0.43,0.46,0.5,41,26,19,11,0.52,1,0.77,78,BD_TASK_CREATED_P1,31.9,19.9,10.9,7.0,3.0
265293542,Meena Pillai (30),9677495266,Lead Manager,Surat,Food Processing,18000,83.6,RED,"Reply rate critically low (4 replies/month, was 23) | Email channel dead — 0% open rate on 5+ sent emails",37,23,16,10,0.52,0.54,0.57,0.59,51,32,22,14,0.65,1,0.7,37,BD_TASK_CREATED_P1,27.2,19.8,8.9,6.2,3.9
265015736,Anita Rao (65),9816849007,Catalog,Chennai,Industrial Machinery,35000,83.4,RED,"Reply rate critically low (3 replies/month, was 14) | 75% of BL credits lapsed unused this month | Email channel dead — 0% open rate on 5+ sent emails",16,14,10,8,0.55,0.55,0.59,0.6,38,35,26,21,0.75,1,0.52,37,BD_TASK_CREATED_P1,23.7,20.4,9.5,7.6,4.0
265259787,Arun Bose (87),9983969625,TrustSEAL,Ahmedabad,Auto Parts,35000,83.4,RED,"Reply rate critically low (4 replies/month, was 14) | 75% of BL credits lapsed unused this month | No BD contact in 80 days — seller has been ignored",19,14,13,8,0.52,0.56,0.58,0.61,18,13,12,8,0.75,0,0.51,80,BD_TASK_CREATED_P1,33.4,20.2,9.7,7.5,3.1
265274578,Amit Kumar (64),9821947490,TrustSEAL,Surat,Construction,25000,83.2,RED,Replies collapsed to 0 — seller has stopped responding to leads entirely | No BD contact in 75 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails,25,20,12,10,0.48,0.53,0.56,0.59,38,31,19,16,0.63,1,0.56,75,BD_TASK_CREATED_P1,28.5,19.7,10.2,7.5,3.6
265904931,Rekha Agarwal (64),9714772242,Lead Manager,Hyderabad,Furniture,18000,83.1,RED,"Reply rate critically low (8 replies/month, was 18) | 80% of BL credits lapsed unused this month | No BD contact in 58 days — seller has been ignored",23,18,12,7,0.56,0.56,0.58,0.61,53,43,29,17,0.8,1,0.52,58,BD_TASK_CREATED_P1,25.8,22.1,12.4,7.9,4.0
265650192,Manoj Tiwari (65),9804850250,MaxBiz,Hyderabad,Auto Parts,50000,83.1,RED,77% of BL credits lapsed unused this month,60,45,27,20,0.52,0.55,0.56,0.57,54,40,24,17,0.77,0,0.56,35,BD_TASK_CREATED_P1,27.8,20.3,9.5,7.0,3.1
265491550,Kavita Joshi (83),9654732828,Lead Manager,Hyderabad,Packaging Materials,18000,83.0,RED,79% notifications undelivered — contact info stale,43,33,30,21,0.3,0.33,0.36,0.39,21,16,14,10,0.53,0,0.79,41,BD_TASK_CREATED_P1,31.2,22.3,11.6,8.0,3.7
265602554,Suresh Nair (68),9897510194,MaxBiz,Kolkata,Electronics,35000,83.0,RED,"Reply rate critically low (8 replies/month, was 30) | No BD contact in 63 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",49,30,23,17,0.47,0.5,0.53,0.55,63,39,29,21,0.58,1,0.42,63,BD_TASK_CREATED_P1,23.8,20.2,10.3,6.5,3.0
265476788,Ramesh Chandra (45),9718313482,MaxBiz,Surat,Textile & Apparel,18000,82.9,RED,"Reply rate critically low (4 replies/month, was 38) | 71% notifications undelivered — contact info stale",45,38,31,27,0.61,0.63,0.66,0.7,30,25,20,17,0.69,0,0.71,35,BD_TASK_CREATED_P1,25.4,18.3,9.0,6.0,3.8
265278416,Rekha Agarwal (50),9784768077,Catalog,Kolkata,Construction,50000,82.9,RED,"Reply rate critically low (8 replies/month, was 26) | 71% of BL credits lapsed unused this month | No BD contact in 71 days — seller has been ignored",37,26,22,20,0.46,0.5,0.51,0.52,53,38,32,30,0.71,0,0.76,71,BD_TASK_CREATED_P1,24.1,21.5,10.6,7.7,3.1
265505192,Suresh Nair (78),9838864761,Lead Manager,Surat,Furniture,50000,82.8,RED,80% of BL credits lapsed unused this month | No BD contact in 62 days — seller has been ignored,35,22,17,14,0.67,0.7,0.71,0.73,35,22,17,14,0.8,0,0.42,62,BD_TASK_CREATED_P1,28.6,19.3,11.1,6.2,3.5
265827229,Pooja Verma (88),9657859536,Catalog,Delhi,Furniture,35000,82.7,RED,"Reply rate critically low (7 replies/month, was 29) | No BD contact in 48 days — seller has been ignored",49,29,24,17,0.41,0.44,0.46,0.47,61,36,30,21,0.69,0,0.69,48,BD_TASK_CREATED_P1,30.3,19.4,11.6,6.4,3.5
264997847,Sunita Singh (70),9938584539,Catalog,Kolkata,Medical Equipment,12000,82.7,RED,"Reply rate critically low (2 replies/month, was 25) | No BD contact in 60 days — seller has been ignored",30,25,17,11,0.38,0.41,0.45,0.48,49,41,28,19,0.66,0,0.53,60,BD_TASK_CREATED_P1,28.9,21.6,11.1,6.5,3.8
265029861,Sunita Singh (19),9619798547,Lead Manager,Surat,Industrial Machinery,35000,82.7,RED,"Reply rate critically low (5 replies/month, was 26) | No BD contact in 74 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",33,26,16,14,0.43,0.47,0.49,0.5,19,15,9,7,0.69,1,0.42,74,BD_TASK_CREATED_P1,31.1,20.5,11.7,8.2,3.7
265764725,Anita Rao (34),9711387174,TrustSEAL,Pune,Furniture,50000,82.6,RED,"Reply rate critically low (3 replies/month, was 11) | 76% of BL credits lapsed unused this month | No BD contact in 58 days — seller has been ignored",19,11,6,4,0.53,0.56,0.6,0.64,24,14,8,5,0.76,0,0.63,58,BD_TASK_CREATED_P1,27.0,20.0,11.9,6.2,3.2
265790092,Suresh Nair (19),9641005056,MaxBiz,Chennai,Food Processing,25000,82.6,RED,"Reply rate critically low (5 replies/month, was 29) | 76% of BL credits lapsed unused this month | No BD contact in 75 days — seller has been ignored",32,29,23,15,0.6,0.64,0.65,0.66,41,37,30,20,0.76,0,0.5,75,BD_TASK_CREATED_P1,32.8,19.1,11.4,6.3,3.4
265672462,Deepak Gupta (19),9861196981,Catalog,Chennai,Packaging Materials,35000,82.5,RED,"Reply rate critically low (9 replies/month, was 36) | No BD contact in 81 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",39,36,29,19,0.51,0.53,0.56,0.6,45,42,34,22,0.69,1,0.47,81,BD_TASK_CREATED_P1,32.3,18.8,8.8,5.8,3.5
265794622,Ramesh Chandra (85),9716256255,Catalog,Pune,Medical Equipment,35000,82.1,RED,Replies collapsed to 0 — seller has stopped responding to leads entirely | 73% of BL credits lapsed unused this month | No BD contact in 81 days — seller has been ignored,29,24,16,12,0.48,0.52,0.57,0.62,62,52,35,26,0.73,0,0.77,81,BD_TASK_CREATED_P1,25.3,23.9,9.7,7.4,3.2
265496408,Anita Rao (18),9878582912,Catalog,Chennai,Textile & Apparel,18000,82.1,RED,"Reply rate critically low (1 replies/month, was 16) | 71% of BL credits lapsed unused this month | No BD contact in 65 days — seller has been ignored",27,16,12,9,0.52,0.57,0.59,0.61,19,11,8,6,0.71,1,0.45,65,BD_TASK_CREATED_P1,32.3,17.2,9.7,8.1,3.5
265062166,Pooja Verma (80),9723320482,Catalog,Hyderabad,Construction,35000,82.1,RED,"Reply rate critically low (9 replies/month, was 28) | No BD contact in 83 days — seller has been ignored",35,28,22,20,0.46,0.47,0.47,0.47,37,29,23,21,0.56,0,0.69,83,BD_TASK_CREATED_P1,27.6,22.9,8.7,7.1,3.5
265011115,Rahul Sharma (86),9952512400,Lead Manager,Delhi,Textile & Apparel,12000,82.0,RED,No BD contact in 81 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails,32,26,22,19,0.35,0.38,0.39,0.4,74,62,53,46,0.54,1,0.59,81,BD_TASK_CREATED_P1,23.6,20.1,12.3,6.4,3.9
265749617,Pooja Verma (54),9913797408,TrustSEAL,Delhi,Industrial Machinery,12000,81.9,RED,No BD contact in 72 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails,29,25,15,9,0.47,0.49,0.52,0.56,50,43,26,16,0.55,1,0.49,72,BD_TASK_CREATED_P1,23.6,22.8,10.8,7.8,4.0
266031438,Suresh Nair (35),9791395267,TrustSEAL,Surat,Medical Equipment,12000,81.8,RED,"Reply rate critically low (5 replies/month, was 46) | 75% of BL credits lapsed unused this month | No BD contact in 87 days — seller has been ignored",50,46,36,31,0.64,0.68,0.68,0.7,31,29,22,19,0.75,1,0.41,87,BD_TASK_CREATED_P1,28.0,19.0,11.5,6.2,4.0
265429047,Rekha Agarwal (66),9675299236,TrustSEAL,Kolkata,Chemicals,18000,81.7,RED,"Reply rate critically low (6 replies/month, was 16) | No BD contact in 48 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",19,16,12,7,0.45,0.49,0.51,0.54,21,17,13,8,0.68,1,0.67,48,BD_TASK_CREATED_P1,28.0,22.0,11.0,6.0,3.7
265349291,Meena Pillai (42),9732689562,Catalog,Surat,Electronics,25000,81.7,RED,"Reply rate critically low (1 replies/month, was 48) | 75% of BL credits lapsed unused this month | No BD contact in 80 days — seller has been ignored",53,48,41,36,0.64,0.67,0.67,0.67,21,19,16,14,0.75,0,0.65,80,BD_TASK_CREATED_P1,28.9,20.3,9.0,5.9,2.9
265465977,Suresh Nair (59),9813495802,Catalog,Chennai,Packaging Materials,18000,81.6,RED,No BD contact in 62 days — seller has been ignored,33,21,19,13,0.48,0.52,0.54,0.59,48,31,28,19,0.58,0,0.69,62,BD_TASK_CREATED_P1,30.8,17.1,8.8,7.4,3.5
265804366,Manoj Tiwari (19),9727226979,Lead Manager,Pune,Medical Equipment,25000,81.6,RED,"Reply rate critically low (6 replies/month, was 40) | No BD contact in 71 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",44,40,24,16,0.55,0.56,0.58,0.59,42,39,23,16,0.7,1,0.64,71,BD_TASK_CREATED_P1,28.6,17.9,9.3,6.5,3.7
266010600,Rekha Agarwal (13),9835429235,TrustSEAL,Mumbai,Auto Parts,35000,81.6,RED,"Reply rate critically low (9 replies/month, was 21) | 72% of BL credits lapsed unused this month | No BD contact in 53 days — seller has been ignored",33,21,15,13,0.49,0.5,0.52,0.56,60,38,28,25,0.72,1,0.45,53,BD_TASK_CREATED_P1,24.9,17.8,10.9,5.9,4.0
265640606,Manoj Tiwari (98),9686269334,TrustSEAL,Pune,Medical Equipment,35000,81.5,RED,Email channel dead — 0% open rate on 5+ sent emails | 79% notifications undelivered — contact info stale,39,35,32,25,0.57,0.58,0.6,0.6,58,52,48,37,0.67,1,0.79,34,BD_TASK_CREATED_P1,27.2,23.2,9.0,6.8,4.0
265185820,Suresh Nair (50),9945975455,TrustSEAL,Mumbai,Auto Parts,12000,81.5,RED,78% of BL credits lapsed unused this month | No BD contact in 77 days — seller has been ignored | 73% notifications undelivered — contact info stale,30,25,17,14,0.56,0.59,0.62,0.65,32,27,19,16,0.78,0,0.73,77,BD_TASK_CREATED_P1,24.6,20.4,10.9,5.7,3.1
265675517,Rekha Agarwal (72),9832718328,TrustSEAL,Hyderabad,Medical Equipment,25000,81.4,RED,"Reply rate critically low (8 replies/month, was 15) | No BD contact in 57 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",19,15,13,12,0.53,0.54,0.57,0.59,46,37,32,30,0.69,1,0.65,57,BD_TASK_CREATED_P1,23.1,18.4,9.7,7.6,3.3
265910699,Pooja Verma (90),9843997477,TrustSEAL,Ahmedabad,Food Processing,50000,81.3,RED,"Reply rate critically low (4 replies/month, was 18) | No BD contact in 69 days — seller has been ignored",30,18,14,9,0.28,0.28,0.33,0.36,16,9,7,4,0.51,0,0.45,69,BD_TASK_CREATED_P1,22.9,23.2,11.6,6.5,3.7
265224180,Suresh Nair (89),9843257283,MaxBiz,Ahmedabad,Electronics,12000,81.2,RED,"Reply rate critically low (2 replies/month, was 18) | No BD contact in 77 days — seller has been ignored | Email channel dead — 0% open rate on 5+ sent emails",27,18,13,12,0.29,0.31,0.34,0.35,55,37,27,25,0.58,1,0.5,77,BD_TASK_CREATED_P1,25.6,22.9,11.2,7.9,3.9
265162597,Rekha Agarwal (84),9650859720,MaxBiz,Kolkata,Textile & Apparel,50000,81.2,RED,No BD contact in 52 days — seller has been ignored,48,36,23,19,0.51,0.55,0.55,0.59,34,25,16,13,0.64,0,0.52,52,BD_TASK_CREATED_P1,28.4,18.6,12.0,7.5,3.4
